Recipe,URL,Ingredients,Type
Lemon-Thyme Prosecco,https://www.foodnetwork.com/recipes/giada-de-laurentiis/lemon-thyme-prosecco-3198692," pint lemonade sprigs fresh thyme bottle prosecco, chilled",Chicken dishes
Thyme-Roasted Carrots,https://www.menshealth.com/recipes/thyme-roasted-carrots, pound baby carrots tablespoon olive oi teaspoon sugar teaspoon thyme teaspoon coarse salt,Desserts and other sweets
Bacon Thyme Gougères,http://www.thedailymeal.com/bacon-thyme-goug-res-recipe," Cup water Tablespoons unsalted butter, cubes Teaspoon salt Cup bread flour large eggs, at room temperature, divided Teaspoon dried mustard Teaspoon teaspoon dried thyme or  teaspoon chopped fresh thyme  Ounces Gruyère cheese, finely grated, divided strip bacon, cooked crisp, finely chopped",Sauces and sides
Sage Brush Recipe,http://www.seriouseats.com/recipes/2011/11/drinking-in-season-sage-brush.html, large sage leaves teaspoon sugar lemon wedge ounces gin ounces fresh grapefruit juiceGarnish: grapefruit twist,Meat dishes
Santa Fe Sage,https://food52.com/recipes/63493-santa-fe-sage," cup water cup sugar, plus more to coat the candied sage to  fresh sage leaves ounces Roca Patrón Reposado Tequila ounce sage simple syrup recipe below dashes orange bitters to  fresh sage leaves candied sage leave and orange twist, for garnish",Meat dishes
Sage Popcorn,https://www.marthastewart.com/853629/sage-popcorn,"  cups fresh sage tablespoons vegetable oil cup popcorn kernelsExtra-virgin olive oil, for drizzlingCoarse salt",Meat dishes
Sage-Scented Shortbread,https://www.epicurious.com/recipes/food/views/sage-scented-shortbread-240377," cups all purpose flour cup powdered sugar tablespoons thinly sliced fresh sage leaves or  teaspoons dried sage teaspoon coarse kosher salt cup  sticks unsalted butter, cut into -inch-thick pieces, room temperature",Chicken dishes
Sage Tea,http://www.eatingwell.com/recipe/266658/sage-tea/, medium fresh sage leaves cup boiling water teaspoon lemon juice teaspoon honey,Meat dishes
Sage & Apple Scones,http://www.bbcgoodfood.com/recipes/9739/,". wholemeal flour apple , coarsely grated tbsp chopped sage. plain flour. tsp baking powder. tbsp sugar egg. butter",Sauces and sides
Chicken Liver And Sage Crostini,http://www.bonappetit.com/recipe/chicken-liver-and-sage-crostini," tablespoons olive oil medium fresh sage leaves, thinly sliced, plus  teaspoon chopped sage cup finely chopped red onion garlic clove, minced ounces about  cup chicken or turkey livers, finely chopped cup Madeira teaspoon coarse kosher salt teaspoon freshly ground black pepper baguette slices, toastedAdditional whole sage leaves optional",Meat dishes
Cashews With Crispy Sage And Garlic,http://www.foodandwine.com/recipes/cashews-with-crispy-sage-and-garlic," garlic cloves, slicedOlive oil sage leaves plus  tablespoon chopped sage cups raw cashews",Sauces and sides
Sage Tea Recipe,http://www.thedailymeal.com/sage-tea-recipe, tablespoons of fresh sage or   teaspoons dried sage fresh is preferred cup of water,Meat dishes
Sage Focaccia,https://www.menshealth.com/recipes/sage-focaccia, cups whole wheat flour tablespoons sage tablespoon active dry yeast  cups hot water tablespoons olive oil  cups unbleached all-purpose flour teaspoons saltcoarse salt and pepper,Meat dishes
The Secret Ingredient (Liquid Smoke): Smoky Bison Sandwiches Recipe,http://www.seriouseats.com/recipes/2009/10/liquid-smoke-smoky-bison-sandwiches-recipe.html," -pound buffalobison top loin steak teaspoon Liquid SmokeSalt tablespoon chunky-ground black peppercornsVegetable oil tablespoons crème fraîche teaspoon prepared white horseradish French rolls, sliced in half horizontally handful baby arugula leaves",Chicken dishes
The Secret Ingredient (Liquid Smoke): Smoky Hogfish And Pepper Escabeche,http://www.seriouseats.com/recipes/2009/10/liquid-smoke-smoky-hogfish-and-pepper-escabeche.html," red onion, sliced - to -inch thick fennel, sliced - to -inch thick yellow pepper, sliced -inch thick green pepper, sliced -inch thick vine ripe tomato, peeled and seeded, and cut into thin slices tablespoons dry white wine teaspoon liquid smoke tablespoons white wine vinegar tablespoons fennel fronds fillets of hogfish, skin on  to  ounces each tablespoons flour tablespoons olive oil, plus  cupSalt and pepper",Desserts and other sweets
Texas BBQ Sauce,https://www.bbcgoodfood.com/recipes/texas-bbq-sauce," ketchup100ml cider vinegar dark muscovado sugar tbsp Worcestershire sauce tsp smoked paprikajuice  orange tsp liquid smoke optional, we used Stubb' Hickory Liquid Smoke, available from Waitrose garlic clove , crushed butter",Sauces and sides
Pioneer Woman’s Beef Brisket,http://thepioneerwoman.com/cooking/2007/06/brisket_baby/, cans Beef Consomme cup Lemon Juice  cup Soy Sauce cloves Chopped Garlic tbsp Liquid Smoke pounds Beef Brisket,Meat dishes
Sweet and Spicy Salmon,https://food52.com/recipes/25288-sweet-and-spicy-salmon, pounds Salmon fillet cup Butter  use salted Jalapeno with seeds drops liquid smoke cup Brown Sugar pieces Garlic,Chicken dishes
Cassava Bacon,https://www.epicurious.com/recipes/food/views/vegan-cassava-bacon," cup low-sodium tamari or soy sauce tablespoons maple syrup tablespoon liquid smoke teaspoon smoked paprika cassava root to  tablespoons vegetable oil, for frying",Sauces and sides
Pioneer Woman’s Beef Brisket recipes,http://thepioneerwoman.com/cooking/brisket_baby/, cans Beef Consomme cup Lemon Juice- cup Soy Sauce cloves Chopped Garlic Tablespoons Liquid Smoke pounds Beef Brisket,Meat dishes
The Secret Ingredient (Liquid Smoke): Black Bean Soup with Smoked Sour Cream Recipe,http://www.seriouseats.com/recipes/2009/10/liquid-smoke-black-bean-soup-recipe.html," teaspoon light olive oil slices center-cut bacon, diced medium onion, diced green bell pepper, diced clove garlic, minced jalapeno, seeded and finely diced teaspoon ground cumin teaspoon ground coriander -ounce can black beans, drained and rinsed bay leaf quart vegetable stock cup sour cream tablespoon   teaspoons liquid smokeZest of  limeCilantro",Meat dishes
Smokey Roasted Shitakes,https://food52.com/recipes/11151-smokey-roasted-shitakes," large fresh shitake mushrooms tablespoons soy sauce  tablespoon mirin large clove garlic, minced teaspoon fresh ginger, minced few drops liquid smoke",Chicken dishes
Kansas City Classic Sauce,https://www.foodnetwork.com/recipes/kansas-city-classic-sauce-recipe-1915353, ounces tomato paste ounces water ounces white vinegar  ounces celery juice ounces your favorite BBQ seasoning blend  ounces sugar-ounce cornstarch to  drops liquid smoke recommended: Wright Liquid Smoke-ounce salt,Sauces and sides
Essentials: Rice,http://www.seriouseats.com/recipes/2008/04/essentials-how-to-cook-rice.html, cup long-grain white rice  cup waterPinch of saltGlug of olive oil,Salads
Perfect Sushi Rice,http://thepioneerwoman.com/cooking/2009/01/perfect-sushi-rice/, cup Rice Wine Vinegar cup Sugar cup Sake Or Mirin  Japanese Rice Wine cups Short Grainsushi Rice,Salads
Rice-Milk Rice Pudding,https://food52.com/recipes/82298-dairy-free-rice-pudding-recipe," cup long-grain brown rice see headnote  cups cold water cup long-grain brown rice cups hot water cup light brown sugar pinch salt, plus more to taste",Salads
Rainbow rice,https://www.bbcgoodfood.com/recipes/rainbow-rice," basmati rice , long grain rice or brown rice1small red pepper , deseeded and finely chopped cucumber , deseeded and finely chopped1large carrot , grated dried apricots , chopped tbsp toasted pumpkin seed or sunflower seeds tbsp olive oil orange , juice only",Salads
Yellow Rice,https://www.epicurious.com/recipes/food/views/yellow-rice-232707," teaspoons vegetable oil tablespoons chopped shallot garlic clove, chopped  cups jasmine rice or basmati rice, well rinsed  cups low-salt chicken broth teaspoon scant salt teaspoon scant turmeric",Salads
Rice Milk,http://www.cookstr.com/recipes/rice-milk-karen-solomon, cup long-grain white rice cups water tablespoons sugar optional,Salads
Red Rice,https://www.realsimple.com/food-recipes/browse-all-recipes/red-rice, to  cup jarred salsa teaspoon kosher salt cup long-grain white rice,Chicken dishes
Wild Rice Pilaf,http://www.eatingwell.com/recipe/273715/wild-rice-pilaf/," cups reduced-sodium chicken broth cup wild rice, rinsed scallions white parts only, thinly sliced teaspoon ground pepper cup brown rice",Salads
Sushi Rice,https://www.foodnetwork.com/recipes/tyler-florence/sushi-rice-recipe-1937414, cups short-grain white rice cup rice wine vinegar cup sugar teaspoon salt,Salads
Wild Rice,http://www.delish.com/cooking/recipe-ideas/recipes/a35908/wild-rice-recipe-clv0913/, . wild rice . water tsp. salt,Salads
Sriracha Salt,https://www.epicurious.com/recipes/food/views/sriracha-salt, to  tablespoons sriracha sauce cup unrefined sea salt,Sauces and sides
Cook the Book: Sriracha Deviled Eggs,http://www.seriouseats.com/recipes/2011/02/sriracha-deviled-eggs-recipe.html," hard-cooked eggs cup Sriracha Mayo recipe follows teaspoon Dijon mustard teaspoon kosher salt teaspoon freshly ground black pepperChopped fresh chives, for garnishFor the Sriracha Mayo: cup mayonnaise cup Sriracha tablespoon freshly squeezed lime juice, or more to taste",Sauces and sides
Sriracha Butter,https://www.marthastewart.com/1004634/sriracha-butter," stick unsalted butter, softened anchovy fillets, minced tablespoon Sriracha or other chile sauce garlic clove, mincedCoarse salt",Sauces and sides
Sriracha-Lada,http://www.bonappetit.com/recipe/sriracha-lada, oz. fresh lime juice teaspoons Sriracha teaspoon Worcestershire sauceKosher saltMexican lager such as Pacifico; for servingLime wheel for serving,Chicken dishes
Sriracha Maple Bacon,http://food52.com/recipes/29457-sriracha-maple-bacon, pound thick-cut bacon tablespoons grade  maple syrup teaspoons Sriracha use more or less to taste,Sauces and sides
Sriracha Ketchup,http://www.eatingwell.com/recipe/254630/sriracha-ketchup/, cup ketchup tablespoons Sriracha teaspoons minced shallot teaspoon cider vinegar,Sauces and sides
Sriracha Chicken recipes,http://www.pbs.org/food/fresh-tastes/sriracha-chicken/," ounces  grams chicken thighs  tablespoons maple syrup tablespoon soy sauce tablespoon sriracha tablespoon white wine teaspoon fresh ginger, gratedcilantro",Chicken dishes
Best Sriracha Mayonnaise,http://www.thedailymeal.com/recipes/best-sriracha-mayo-recipe, Tablespoons Kewpie mayonnaise Tablespoons SrirachaJuice of  lemon,Sauces and sides
Sriracha Butter,https://www.delish.com/cooking/recipe-ideas/recipes/a54422/sriracha-butter-recipe/," . butter, melted . sriracha . fresh lime juice tsp. kosher salt tsp. sugar",Sauces and sides
Sriracha Mustard,https://www.foodnetwork.com/recipes/sriracha-mustard-3322717," cup yellow mustard cup Sriracha sauce tablespoons honey teaspoon lime juiceKosher saltPretzels, for serving",Chicken dishes
Asiago-Pepper Frico,https://www.epicurious.com/recipes/food/views/asiago-pepper-frico-235138," cup packed shredded Asiago cheese or Parmesan, Romano, and Asiago cheese blend about  ounces teaspoon freshly ground black pepper teaspoon cayenne pepper",Chicken dishes
Pepper Jelly Drizzle,https://www.marthastewart.com/1129890/pepper-jelly-drizzle," cup minced seeded red bell pepper tablespoon crushed red pepper cup cider vinegar  cups sugar jalapeno peppers, thinly sliced Fresno chiles, thinly sliced or substitute red jalapeno or Thai chiles clove garlic, mincedPinch of salt",Desserts and other sweets
Red Pepper Jam,http://honestcooking.com/red-pepper-jam/," cup  stick unsalted butter cups yellow onions, chopped teaspoon salt teaspoon coarse ground black pepper teaspoons crushed red pepper flakes tablespoons granulated sugar tablespoons apple cider vinegar tablespoon fresh lemon juice cups chopped red bell pepper cup chicken stock",Chicken dishes
Pepper & noodle salad,http://www.jamieoliver.com/recipes/vegetables-recipes/pepper-noodle-salad/,  rice noodles red pepper yellow pepper cloves of garlic fresh red chillies    tin of sweetcorn bunch of spring onions handful of salted peanuts tablespoons olive oil limes,Desserts and other sweets
Cucumber-Pepper Slaw,http://www.saveur.com/article/Recipes/Cucumber-Pepper-Slaw," large cucumber, split lengthwise, seeded, and thinly sliced crosswise tbsp. kosher salt cup olive oil cup rice vinegar tsp. sugarFreshly ground black pepper, to taste habanero pepper, seeded and julienned jalapeño pepper, seeded and julienned red bell pepper, seeded and julienned small red onion, thinly sliced oz. feta, cut into "" pieces optional cup roughly chopped basil",Chicken dishes
Pepper Tuna,http://www.cookstr.com/recipes/pepper-tuna," sushi-grade tuna fillets  oz each, each cut  inches cm long and  inches cm thick cup110ml olive oilFine sea salt cup coarsely ground black pepper or crushed black pepperJuice of  lemon",Desserts and other sweets
Pepper Steaks,http://www.delish.com/cooking/recipe-ideas/recipes/a30905/pepper-steaks-recipe-ghk0710/, tbsp. butter strip steaks tsp. salt tsp. Pepper small onion small red pepper . balsamic vinegar tbsp. water,Desserts and other sweets
Pepper Puree,https://www.menshealth.com/recipes/pepper-puree," tablespoon olive oil large onion, finely chopped clove garlic, finely chopped chopped roasted red bell peppers cups reduced-sodium chicken broth can  ounces tomato saucesaltground black pepperjuice of  lime tablespoons low-fat or fat-fat sour cream optionalzest of  lime",Desserts and other sweets
Three-Pepper Slaw,http://www.myrecipes.com/recipe/three-pepper-slaw, cup thinly sliced red bell pepper strips cup thinly sliced green bell pepper strips cup finely chopped seeded jalapeño pepper cup chopped green onions -ounce package angel hair coleslaw about  cups cup white wine vinegar tablespoons fresh lime juice teaspoon sugar teaspoons canola oil teaspoon salt teaspoon white pepper,Chicken dishes
Hot-Pepper Jelly,https://www.marthastewart.com/1125600/hot-pepper-jelly," pounds unpeeled, uncored apples, cut into -inch chunks cup apple-cider vinegar  teaspoons coarse salt cup diced bell pepper tablespoons minced seeded hot chile pepper, such as habanero or serrano  cups sugar",Chicken dishes
